company,date,exercice,concept,amount,price
iberdrola,23/01/2017,2016,A Cuenta,0.1350,"10,2750"
iberdrola,22/07/2016,2015,Complementario,0.1240,"10,2750"
iberdrola,08/07/2016,2015,A Cuenta,0.0300,"10,2750"
iberdrola,05/07/2016,2015,Unico,0.1390,"10,2750"
iberdrola,12/01/2016,2015,A Cuenta,0.1270,"10,2750"
iberdrola,03/07/2015,2014,Complementario,0.0300,"10,2750"
iberdrola,03/07/2015,2014,A Cuenta,0.1140,"10,2750"
iberdrola,02/12/2014,2014,A Cuenta,0.1270,"10,2750"
iberdrola,03/07/2014,2013,Complementario,0.1140,"10,2750"
iberdrola,03/07/2014,2013,A Cuenta,0.0300,"10,2750"
iberdrola,11/01/2014,2013,A Cuenta,0.1260,"10,2750"
iberdrola,03/07/2013,2012,A Cuenta,0.0300,"10,2750"
iberdrola,03/07/2013,2013,Complementario,0.1300,"10,2750"
iberdrola,03/01/2013,2013,A Cuenta,0.1430,"10,2750"
iberdrola,04/07/2012,2011,A Cuenta,0.0300,"10,2750"
iberdrola,04/07/2012,2011,Complementario,0.1600,"10,2750"
iberdrola,03/01/2012,2011,A Cuenta,0.1460,"10,2750"
iberdrola,13/07/2011,2010,A Cuenta,0.0300,"10,2750"
iberdrola,13/07/2011,2010,Complementario,0.1560,"10,2750"
iberdrola,03/12/2010,2010,A Cuenta,0.1460,"10,2750"
iberdrola,12/06/2010,2010,Complementario,0.1910,"10,2750"
iberdrola,30/12/2009,2009,A Cuenta,0.1430,"10,2750"
iberdrola,01/07/2009,2008,Complementario,0.1840,"10,2750"
iberdrola,02/01/2009,2008,A Cuenta,0.1430,"10,2750"
iberdrola,01/07/2008,2007,Complementario,0.1560,"10,2750"
indra_a,08/07/2014,2013,Unico,0.3400,"11,0200"
indra_a,09/07/2013,2012,Unico,0.3400,"11,0200"
indra_a,04/07/2012,2011,Unico,0.6800,"11,0200"
indra_a,04/07/2011,2010,Unico,0.6800,"11,0200"
indra_a,05/07/2010,2009,Unico,0.6600,"11,0200"
indra_a,07/07/2009,2008,Unico,0.6100,"11,0200"
indra_a,08/07/2008,2007,A Cuenta,0.5000,"11,0200"
iberdrola,02/01/2008,2007,A Cuenta,0.1150,"10,2750"
iberdrola,02/07/2007,2006,Complementario,0.5930,"10,2750"
iberdrola,02/01/2007,2006,A Cuenta,0.4500,"10,2750"
iberdrola,03/07/2006,2005,Complementario,0.5181,"10,2750"
iberdrola,02/01/2006,2005,A Cuenta,0.3670,"10,2750"
iberdrola,01/07/2005,2004,Complementario,0.4421,"10,2750"
iberdrola,03/01/2005,2004,A Cuenta,0.3260,"10,2750"
indra_a,02/07/2007,2006,Complementario,0.4300,"11,0200"
indra_a,16/04/2007,2006,A Cuenta,0.3500,"11,0200"
indra_a,03/07/2006,2005,Unico,0.3900,"11,0200"
indra_a,15/07/2005,2004,Complementario,0.1950,"11,0200"
indra_a,15/02/2005,2004,A Cuenta,0.3260,"11,0200"
indra_a,15/07/2004,2003,Unico,0.1630,"11,0200"
indra_a,15/07/2003,2002,Unico,0.1090,"11,0200"
indra_a,01/07/2002,2001,Unico,0.0846,"11,0200"
indra_a,01/07/2001,2000,Unico,0.0674,"11,0200"
indra_a,20/06/2000,1999,Complementario,0.0541,"11,0200"
iberdrola,01/07/2004,2003,Complementario,0.3868,"10,2750"
iberdrola,02/01/2004,2003,A Cuenta,0.2860,"10,2750"
iberdrola,01/07/2003,2002,Complementario,0.3505,"10,2750"
iberdrola,02/01/2003,2002,A Cuenta,0.2600,"10,2750"
iberdrola,01/07/2002,2001,Complementario,0.3388,"10,2750"
iberdrola,02/01/2002,2001,A Cuenta,0.2461,"10,2750"
iberdrola,02/07/2001,2000,Complementario,0.3155,"10,2750"
iberdrola,02/01/2001,2000,A Cuenta,0.2300,"10,2750"
iberdrola,03/07/2000,1999,Complementario,0.2843,"10,2750"
iberdrola,03/01/2000,1999,A Cuenta,0.2164,"10,2750"
iberpapel,20/12/2019,2019,A Cuenta,0.4000,"25,5000"
iberpapel,10/05/2019,2018,Complementario,0.3000,"25,5000"
iberpapel,11/12/2018,2018,A Cuenta,0.4000,"25,5000"
iberpapel,11/05/2018,2017,Complementario,0.2500,"25,5000"
iberpapel,02/02/2018,2017,A Cuenta,0.3000,"25,5000"
iberpapel,15/06/2017,2016,Complementario,0.3500,"25,5000"
iberpapel,10/03/2017,2016,A Cuenta,0.3000,"25,5000"
iberpapel,04/05/2016,2015,Complementario,0.3500,"25,5000"
iberpapel,10/03/2016,2015,A Cuenta,0.3000,"25,5000"
iberpapel,10/07/2015,2014,Complementario,0.2500,"25,5000"
iberpapel,10/03/2015,2014,A Cuenta,0.2000,"25,5000"
iberpapel,06/06/2014,2013,Complementario,0.2000,"25,5000"
iberpapel,04/03/2014,2013,A Cuenta,0.1500,"25,5000"
iberpapel,18/02/2013,2012,A Cuenta,0.2500,"25,5000"
iag,02/12/2019,2019,A Cuenta,0.1450,"7,1820"
iag,08/07/2019,2018,Complementario,0.1650,"7,1820"
iag,03/12/2018,2018,A Cuenta,0.1450,"7,1820"
iag,04/12/2017,2017,A Cuenta,0.1250,"7,1820"
iag,03/07/2017,2016,Complementario,0.1250,"7,1820"
iag,05/12/2016,2016,A Cuenta,0.1100,"7,1820"
iag,04/07/2016,2015,A Cuenta,0.0500,"7,1820"
iberpapel,15/02/2012,2011,A Cuenta,0.3000,"25,5000"
iberpapel,14/02/2011,2010,A Cuenta,0.3000,"25,5000"
iberpapel,22/12/2009,2009,A Cuenta,0.0800,"25,5000"
iberpapel,26/01/2009,2008,A Cuenta,0.0800,"25,5000"
iberpapel,31/01/2008,2007,A Cuenta,0.2000,"25,5000"
iag,07/12/2015,2015,A Cuenta,0.1000,"7,1820"
iberpapel,31/01/2007,2006,A Cuenta,0.1500,"25,5000"
iberpapel,30/01/2006,2005,A Cuenta,0.1500,"25,5000"
iberpapel,26/01/2005,2004,Unico,0.1500,"25,5000"
iberpapel,26/01/2004,2003,Unico,0.1500,"25,5000"
iberpapel,31/01/2003,2002,Unico,0.2400,"25,5000"
iberpapel,08/07/2002,2001,Complementario,0.2395,"25,5000"
iberpapel,11/02/2002,2001,A Cuenta,0.2400,"25,5000"
iberpapel,06/07/2001,2000,Complementario,0.1803,"25,5000"
iberpapel,22/01/2001,2000,A Cuenta,0.1803,"25,5000"
iberpapel,10/10/2000,2000,A Cuenta,0.0601,"25,5000"
iberpapel,10/10/2000,1999,Complementario,0.0601,"25,5000"
iberpapel,10/07/2000,1999,A Cuenta,0.1202,"25,5000"
iberpapel,04/01/2000,1999,A Cuenta,0.0601,"25,5000"
inditex,04/11/2019,2018,Complementario,0.4400,"31,8900"
inditex,02/05/2019,2018,A Cuenta,0.4400,"31,8900"
inditex,02/11/2018,2017,Extraordinario,0.2100,"31,8900"
inditex,02/11/2018,2017,Complementario,0.1650,"31,8900"
inditex,02/05/2018,2017,A Cuenta,0.3750,"31,8900"
inditex,02/11/2017,2016,Complementario,0.1800,"31,8900"
inditex,02/11/2017,2016,Complementario,0.1600,"31,8900"
inditex,02/05/2017,2016,A Cuenta,0.3400,"31,8900"
inditex,02/11/2016,2015,Complementario,0.1600,"31,8900"
inditex,02/11/2016,2015,Extraordinario,0.1400,"31,8900"
inditex,03/05/2016,2015,A Cuenta,0.3000,"31,8900"
inditex,03/11/2015,2014,Complementario,0.1420,"31,8900"
inditex,03/11/2015,2014,Extraordinario,0.1180,"31,8900"
inditex,04/05/2015,2014,A Cuenta,0.2600,"31,8900"
inditex,03/11/2014,2013,Extraordinario,0.1000,"31,8900"
inditex,03/11/2014,2013,Complementario,0.1420,"31,8900"
inditex,02/05/2014,2013,A Cuenta,1.2100,"31,8900"
inditex,04/11/2013,2012,Extraordinario,0.3000,"31,8900"
inditex,04/11/2013,2012,Complementario,0.8000,"31,8900"
inditex,02/05/2013,2012,A Cuenta,1.1000,"31,8900"
inditex,02/11/2012,2011,Complementario,0.7000,"31,8900"
inditex,02/11/2012,2011,Extraordinario,0.2000,"31,8900"
inditex,02/05/2012,2011,A Cuenta,0.9000,"31,8900"
inditex,02/11/2011,2010,Complementario,0.8000,"31,8900"
inditex,02/05/2011,2010,A Cuenta,0.8000,"31,8900"
inditex,02/11/2010,2009,Extraordinario,0.1000,"31,8900"
inditex,02/11/2010,2009,Complementario,0.5000,"31,8900"
inditex,03/05/2010,2009,A Cuenta,0.6000,"31,8900"
inditex,02/11/2009,2008,Complementario,0.5000,"31,8900"
inditex,04/05/2009,2008,A Cuenta,0.5500,"31,8900"
inditex,01/08/2008,2007,Unico,1.0500,"31,8900"
inditex,01/08/2007,2006,Unico,0.8432,"31,8900"
inditex,21/07/2006,2005,Unico,0.5200,"31,8900"
inditex,21/07/2006,2005,Extraordinario,0.1500,"31,8900"
inditex,21/07/2005,2004,Unico,0.3000,"31,8900"
inditex,21/07/2005,2004,Extraordinario,0.1800,"31,8900"
inditex,22/07/2004,2003,Extraordinario,0.2100,"31,8900"
inditex,22/07/2004,2003,Unico,0.1400,"31,8900"
inditex,24/07/2003,2002,Unico,0.1400,"31,8900"
inditex,26/07/2002,2001,Unico,0.1100,"31,8900"
grifols_b,04/12/2019,2019,Complementario,0.2000,"21,4500"
grifols_b,11/06/2019,2018,Complementario,0.1451,"21,4500"
grifols_b,11/06/2019,2018,Extraordinario,0.0101,"21,4500"
grifols_b,04/12/2018,2018,A Cuenta,0.2000,"21,4500"
grifols_b,05/06/2018,2017,Extraordinario,0.0101,"21,4500"
grifols_b,05/06/2018,2017,Complementario,0.2040,"21,4500"
grifols_b,05/12/2017,2017,A Cuenta,0.1800,"21,4500"
grifols_b,01/06/2017,2017,Extraordinario,0.0100,"21,4500"
grifols_b,01/06/2017,2016,Complementario,0.1356,"21,4500"
grifols_b,07/12/2016,2016,A Cuenta,0.1800,"21,4500"
grifols_b,07/06/2016,2015,A Cuenta,0.1326,"21,4500"
grifols_b,07/06/2016,2015,Extraordinario,0.0102,"21,4500"
grifols_b,10/12/2015,2015,A Cuenta,0.3500,"21,4500"
grifols_b,08/06/2015,2014,A Cuenta,0.3052,"21,4500"
grifols_b,04/12/2014,2014,A Cuenta,0.2514,"21,4500"
grifols_b,05/06/2014,2013,A Cuenta,0.2006,"21,4500"
grifols_b,05/06/2014,2013,Unico,0.0100,"21,4500"
grifols_b,05/06/2013,2013,A Cuenta,0.2000,"21,4500"
grifols_b,29/05/2013,2012,Unico,0.0100,"21,4500"
grifols,04/12/2019,2019,Complementario,0.2000,"31,7500"
grifols,11/06/2019,2018,Complementario,0.1451,"31,7500"
grifols,04/12/2018,2018,A Cuenta,0.2000,"31,7500"
grifols,05/06/2018,2017,Complementario,0.2040,"31,7500"
grifols,05/12/2017,2017,A Cuenta,0.1800,"31,7500"
grifols,01/06/2017,2016,Complementario,0.1356,"31,7500"
grifols,07/12/2016,2016,A Cuenta,0.1800,"31,7500"
grifols,07/06/2016,2015,A Cuenta,0.1326,"31,7500"
grifols,10/12/2015,2015,A Cuenta,0.3500,"31,7500"
grifols,08/06/2015,2014,A Cuenta,0.2950,"31,7500"
grifols,04/12/2014,2014,A Cuenta,0.2514,"31,7500"
grifols,05/06/2014,2013,A Cuenta,0.2006,"31,7500"
grifols,05/06/2013,2013,A Cuenta,0.2000,"31,7500"
grifols,01/07/2010,2009,Complementario,0.1278,"31,7500"
grifols,18/12/2009,2009,A Cuenta,0.1530,"31,7500"
grifols,02/06/2009,2008,Unico,0.2320,"31,7500"
grifols,23/06/2008,2007,Unico,0.1650,"31,7500"
grifols,02/07/2007,2006,Complementario,0.0603,"31,7500"
grenergy,,,,0.0000,"16,0500"
gr.c.occiden,09/10/2019,2019,A Cuenta,0.1588,"30,6500"
gr.c.occiden,10/07/2019,2019,A Cuenta,0.1588,"30,6500"
gr.c.occiden,08/05/2019,2018,Complementario,0.3688,"30,6500"
gr.c.occiden,13/02/2019,2018,A Cuenta,0.1512,"30,6500"
gr.c.occiden,10/10/2018,2018,A Cuenta,0.1512,"30,6500"
gr.c.occiden,11/07/2018,2018,A Cuenta,0.1512,"30,6500"
gr.c.occiden,09/05/2018,2017,Complementario,0.3431,"30,6500"
gr.c.occiden,14/02/2018,2017,A Cuenta,0.1440,"30,6500"
gr.c.occiden,11/10/2017,2017,A Cuenta,0.1440,"30,6500"
gr.c.occiden,12/07/2017,2017,A Cuenta,0.1440,"30,6500"
gr.c.occiden,10/05/2017,2016,Complementario,0.3119,"30,6500"
gr.c.occiden,15/02/2017,2016,A Cuenta,0.1371,"30,6500"
gr.c.occiden,13/10/2016,2016,A Cuenta,0.1371,"30,6500"
gr.c.occiden,13/07/2016,2016,A Cuenta,0.1371,"30,6500"
gr.c.occiden,11/05/2016,2015,Complementario,0.2901,"30,6500"
gr.c.occiden,10/02/2016,2015,A Cuenta,0.1275,"30,6500"
gr.c.occiden,14/10/2015,2015,A Cuenta,0.1275,"30,6500"
gr.c.occiden,15/07/2015,2015,A Cuenta,0.1275,"30,6500"
gr.c.occiden,14/05/2015,2014,Complementario,0.2637,"30,6500"
gr.c.occiden,12/02/2015,2014,A Cuenta,0.1214,"30,6500"
gr.c.occiden,09/10/2014,2014,A Cuenta,0.1214,"30,6500"
gr.c.occiden,10/07/2014,2014,A Cuenta,0.1214,"30,6500"
gr.c.occiden,14/05/2014,2013,Complementario,0.2511,"30,6500"
gr.c.occiden,13/02/2014,2013,A Cuenta,0.1156,"30,6500"
gr.c.occiden,10/10/2013,2013,A Cuenta,0.1156,"30,6500"
gr.c.occiden,11/07/2013,2013,A Cuenta,0.1101,"30,6500"
gr.c.occiden,09/05/2013,2012,Complementario,0.2391,"30,6500"
gr.c.occiden,14/02/2013,2012,A Cuenta,0.1101,"30,6500"
gr.c.occiden,11/10/2012,2012,A Cuenta,0.1101,"30,6500"
gr.c.occiden,12/07/2012,2012,A Cuenta,0.1101,"30,6500"
gr.c.occiden,10/05/2012,2011,Complementario,0.2391,"30,6500"
gr.c.occiden,10/02/2012,2011,A Cuenta,0.1101,"30,6500"
gr.c.occiden,13/10/2011,2011,A Cuenta,0.1101,"30,6500"
gr.c.occiden,14/07/2011,2011,A Cuenta,0.1101,"30,6500"
gr.c.occiden,12/05/2011,2010,Complementario,0.2174,"30,6500"
gr.c.occiden,10/02/2011,2010,A Cuenta,0.1001,"30,6500"
gr.c.occiden,13/10/2010,2010,A Cuenta,0.1001,"30,6500"
gr.c.occiden,15/07/2010,2010,A Cuenta,0.1001,"30,6500"
gr.c.occiden,13/05/2010,2009,Complementario,0.2070,"30,6500"
gr.c.occiden,23/12/2009,2009,A Cuenta,0.1001,"30,6500"
gr.c.occiden,08/10/2009,2009,A Cuenta,0.1001,"30,6500"
gr.c.occiden,16/07/2009,2009,A Cuenta,0.1001,"30,6500"
gr.c.occiden,12/05/2009,2008,Complementario,0.2070,"30,6500"
gr.c.occiden,13/02/2009,2008,A Cuenta,0.1001,"30,6500"
gr.c.occiden,10/10/2008,2008,A Cuenta,0.1001,"30,6500"
gr.c.occiden,18/07/2008,2008,A Cuenta,0.1001,"30,6500"
gr.c.occiden,12/05/2008,2007,A Cuenta,0.2070,"30,6500"
gr.c.occiden,13/02/2008,2007,A Cuenta,0.0910,"30,6500"
gr.c.occiden,10/10/2007,2007,A Cuenta,0.0910,"30,6500"
gr.c.occiden,19/07/2007,2007,A Cuenta,0.0910,"30,6500"
gr.c.occiden,11/05/2007,2006,A Cuenta,0.1720,"30,6500"
gr.c.occiden,09/02/2007,2006,A Cuenta,0.0760,"30,6500"
gr.c.occiden,11/10/2006,2006,A Cuenta,0.0760,"30,6500"
gr.c.occiden,19/07/2006,2006,A Cuenta,0.0760,"30,6500"
gr.c.occiden,12/05/2006,2005,A Cuenta,0.6200,"30,6500"
gr.c.occiden,10/02/2006,2005,Extraordinario,0.2800,"30,6500"
gr.c.occiden,14/10/2005,2004,Extraordinario,0.2800,"30,6500"
gr.c.occiden,15/07/2005,2004,Extraordinario,0.2800,"30,6500"
gr.c.occiden,13/05/2005,2004,Extraordinario,0.4300,"30,6500"
gr.c.occiden,11/02/2005,2003,Extraordinario,0.2300,"30,6500"
gr.c.occiden,15/10/2004,2003,Extraordinario,0.2300,"30,6500"
gr.c.occiden,16/07/2004,2003,Extraordinario,0.2300,"30,6500"
gr.c.occiden,14/05/2004,2003,Extraordinario,0.3600,"30,6500"
gr.c.occiden,11/02/2004,2002,Extraordinario,0.2200,"30,6500"
gr.c.occiden,15/10/2003,2002,Extraordinario,0.2200,"30,6500"
gr.c.occiden,16/07/2003,2002,Extraordinario,0.2200,"30,6500"
gr.c.occiden,14/05/2003,2002,Extraordinario,0.3400,"30,6500"
gr.c.occiden,11/02/2003,2001,Extraordinario,0.2100,"30,6500"
gr.c.occiden,15/10/2002,2001,Extraordinario,0.2100,"30,6500"
gr.c.occiden,16/07/2002,2001,Extraordinario,0.2100,"30,6500"
gr.c.occiden,14/05/2002,2001,Extraordinario,0.3400,"30,6500"
gr.c.occiden,11/02/2002,2000,Extraordinario,0.2000,"30,6500"
gr.c.occiden,15/10/2001,2000,Extraordinario,0.2000,"30,6500"
gr.c.occiden,16/07/2001,2000,Extraordinario,0.2000,"30,6500"
gr.c.occiden,15/05/2001,2000,Complementario,0.3035,"30,6500"
gr.c.occiden,12/02/2001,2000,A Cuenta,0.1953,"30,6500"
gr.c.occiden,16/10/2000,2000,A Cuenta,0.1953,"30,6500"
gr.c.occiden,17/07/2000,2000,A Cuenta,0.1953,"30,6500"
gr.c.occiden,16/05/2000,1999,Complementario,0.2735,"30,6500"
gr.c.occiden,14/02/2000,1999,A Cuenta,0.1893,"30,6500"
gestamp,14/01/2020,2019,A Cuenta,0.0550,"3,4520"
gestamp,05/07/2019,2018,Complementario,0.0700,"3,4520"
gestamp,14/01/2019,2018,A Cuenta,0.0650,"3,4520"
gestamp,06/07/2018,2017,Unico,0.1250,"3,4520"
ferrovial,22/11/2019,2019,A Cuenta,0.4080,"28,9600"
ferrovial,30/05/2019,2018,Complementario,0.3110,"28,9600"
ferrovial,22/11/2018,2018,A Cuenta,0.4070,"28,9600"
ferrovial,04/06/2018,2017,Complementario,0.3140,"28,9600"
ferrovial,15/11/2017,2017,A Cuenta,0.4040,"28,9600"
ferrovial,25/05/2017,2016,Complementario,0.3150,"28,9600"
ferrovial,16/11/2016,2016,A Cuenta,0.4080,"28,9600"
ferrovial,15/06/2016,2015,Complementario,0.3110,"28,9600"
ferrovial,03/11/2015,2015,A Cuenta,0.3980,"28,9600"
ferrovial,06/05/2015,2014,Complementario,0.3040,"28,9600"
ferrovial,04/11/2014,2014,A Cuenta,0.3810,"28,9600"
ferrovial,02/07/2014,2013,Complementario,0.2910,"28,9600"
ferrovial,10/12/2013,2013,A Cuenta,0.4000,"28,9600"
ferrovial,23/05/2013,2012,Complementario,0.2500,"28,9600"
ferrovial,13/12/2012,2012,A Cuenta,1.0000,"28,9600"
ferrovial,24/05/2012,2011,Complementario,0.2500,"28,9600"
ferrovial,17/11/2011,2011,A Cuenta,0.2000,"28,9600"
ferrovial,19/05/2011,2010,Complementario,0.3000,"28,9600"
ferrovial,18/11/2010,2010,A Cuenta,0.1200,"28,9600"
ferrovial,01/07/2010,2009,Complementario,0.3000,"28,9600"
ferrovial,31/12/2009,2009,A Cuenta,0.1000,"28,9600"
ferrovial,07/05/2009,2008,Unico,0.0895,"28,9600"
ferrovial,08/04/2008,2007,Unico,0.0930,"28,9600"
ferrovial,16/04/2007,2006,Unico,0.0970,"28,9600"
ferrovial,20/04/2006,2005,Unico,0.0764,"28,9600"
ferrovial,15/04/2005,2004,Unico,0.0610,"28,9600"
gam,,,,0.0000,"1,6550"
fluidra,06/10/2017,2016,Unico,0.1352,"11,4600"
fluidra,07/10/2016,2015,Unico,0.0901,"11,4600"
fluidra,02/10/2015,2014,Unico,0.0596,"11,4600"
fluidra,04/10/2013,2012,Unico,0.0712,"11,4600"
fluidra,05/10/2012,2011,Unico,0.0713,"11,4600"
fluidra,07/10/2011,2010,Unico,0.0727,"11,4600"
fluidra,08/10/2010,2009,Unico,0.0364,"11,4600"
fluidra,09/10/2009,2008,Unico,0.0360,"11,4600"
fluidra,10/06/2008,2008,Unico,0.0900,"11,4600"
ezentis,,,,0.0000,"0,3970"
fcc,30/05/2019,2018,A Cuenta,0.4000,"11,4600"
fcc,13/07/2012,2011,Complementario,0.6500,"11,4600"
fcc,10/01/2012,2011,A Cuenta,0.6500,"11,4600"
fcc,06/07/2011,2010,Complementario,0.7150,"11,4600"
fcc,04/01/2011,2010,A Cuenta,0.7150,"11,4600"
fcc,07/06/2010,2009,Complementario,0.7150,"11,4600"
fcc,12/01/2010,2009,A Cuenta,0.7150,"11,4600"
fcc,06/07/2009,2008,Complementario,0.7850,"11,4600"
fcc,09/01/2009,2008,A Cuenta,0.7850,"11,4600"
fcc,07/07/2008,2007,Complementario,1.0650,"11,4600"
fcc,09/01/2008,2007,A Cuenta,1.0650,"11,4600"
fcc,09/07/2007,2006,Complementario,1.0500,"11,4600"
fcc,08/01/2007,2006,A Cuenta,1.0000,"11,4600"
fcc,10/07/2006,2005,Complementario,0.8480,"11,4600"
fcc,09/01/2006,2005,A Cuenta,0.7660,"11,4600"
fcc,04/07/2005,2004,Complementario,0.6800,"11,4600"
fcc,10/01/2005,2004,A Cuenta,0.6800,"11,4600"
fcc,05/07/2004,2003,Complementario,0.6990,"11,4600"
fcc,07/01/2004,2003,A Cuenta,0.3680,"11,4600"
fcc,01/07/2003,2002,Complementario,0.2536,"11,4600"
fcc,07/01/2003,2002,A Cuenta,0.2970,"11,4600"
fcc,08/07/2002,2001,Complementario,0.2439,"11,4600"
